ride_id,timestamp,pickup_zone,vehicle_type,hour,is_weekend,weather_severity,traffic_index,distance_km,ride_duration_min,demand,available_drivers,demand_supply_ratio,surge_multiplier,trip_cost
R0005048,2025-11-02 09:48:00,North,Economy,7,0,0.797,1.602,12.109,46.031,51,43,1.186,1.0781,30.31
R0005049,2025-03-19 02:43:00,Airport,Economy,21,0,0.296,1.549,10.328,36.546,66,28,2.3571,1.57,35.57
R0005050,2025-03-29 09:17:00,Central,Economy,10,0,0.161,1.58,8.186,30.626,65,40,1.625,1.2625,29.27
R0005051,2025-10-23 14:51:00,Tech Park,Comfort,3,1,1.373,1.032,11.806,34.906,60,35,1.7143,1.3,41.35
R0005052,2025-04-19 00:11:00,University,Comfort,23,1,2.412,1.497,5.092,18.756,47,43,1.093,1.0391,20.03
R0005053,2025-10-30 20:34:00,Tech Park,Economy,21,0,0.349,1.831,4.559,16.245,62,30,2.0667,1.448,19.19
R0005054,2025-08-18 05:06:00,North,Comfort,1,1,1.13,1.443,9.856,31.999,35,45,0.7778,1.0,28.93
R0005055,2025-12-25 06:53:00,Airport,Economy,21,0,0.853,1.657,3.155,11.505,82,52,1.5769,1.2423,12.39
R0005056,2025-06-24 03:21:00,North,Premium,22,0,0.719,1.29,10.292,32.358,32,40,0.8,1.0,40.8
R0005057,2025-11-23 07:29:00,North,Premium,19,0,0.151,1.455,4.177,17.51,59,50,1.18,1.0756,22.69
R0005058,2025-12-03 14:36:00,Central,Comfort,6,0,0.784,1.079,17.901,55.893,56,54,1.037,1.0156,48.21
R0005059,2025-02-07 01:18:00,Airport,Premium,15,1,1.17,1.282,6.247,16.072,70,41,1.7073,1.2971,29.02
R0005060,2025-03-20 23:08:00,Central,Comfort,12,0,2.938,1.469,17.275,62.273,51,44,1.1591,1.0668,65.63
R0005061,2025-06-08 18:18:00,Central,Economy,14,0,0.034,0.779,6.917,21.669,53,52,1.0192,1.0081,15.09
R0005062,2025-04-10 09:24:00,Tech Park,Economy,14,0,1.117,1.351,6.757,25.629,49,44,1.1136,1.0477,22.78
R0005063,2025-01-21 23:22:00,North,Economy,15,1,0.718,0.98,12.507,37.18,55,41,1.3415,1.1434,27.76
R0005064,2025-12-21 16:12:00,North,Economy,12,1,0.514,0.999,9.126,24.67,55,34,1.6176,1.2594,22.12
R0005065,2025-10-08 14:44:00,South,Economy,16,0,1.782,1.511,7.488,23.557,51,47,1.0851,1.0357,18.57
R0005066,2025-05-08 19:55:00,University,Economy,12,0,0.342,1.158,6.22,24.13,35,35,1.0,1.0,15.2
R0005067,2025-11-15 11:25:00,Tech Park,Comfort,0,0,2.373,1.459,6.253,18.491,59,49,1.2041,1.0857,24.9
R0005068,2025-12-07 08:54:00,South,Economy,0,0,0.026,0.74,28.407,74.428,45,38,1.1842,1.0774,47.9
R0005069,2025-06-28 15:37:00,Tech Park,Economy,22,1,0.44,0.87,3.091,9.17,70,38,1.8421,1.3537,11.84
R0005070,2025-02-18 19:01:00,Tech Park,Economy,21,0,1.394,1.872,4.009,13.054,73,35,2.0857,1.456,18.58
R0005071,2025-03-09 20:57:00,Tech Park,Premium,14,0,0.753,1.249,14.839,48.848,41,46,0.8913,1.0,57.56
R0005072,2025-10-29 13:41:00,North,Economy,4,0,0.295,1.099,14.24,45.334,25,34,0.7353,1.0,31.85
R0005073,2025-06-17 16:13:00,South,Economy,18,0,0.363,1.53,4.677,18.08,54,39,1.3846,1.1615,12.89
R0005074,2025-07-05 15:20:00,North,Economy,3,1,0.964,1.082,2.963,8.949,62,36,1.7222,1.3033,9.72
R0005075,2025-02-17 20:12:00,North,Premium,9,0,0.253,1.634,15.639,55.922,76,43,1.7674,1.3223,86.29
R0005076,2025-01-13 04:56:00,Central,Economy,7,0,2.001,1.685,4.368,20.633,84,51,1.6471,1.2718,22.48
R0005077,2025-02-02 23:45:00,Central,Comfort,0,0,0.585,1.122,5.929,16.153,52,44,1.1818,1.0764,16.72
R0005078,2025-09-14 10:37:00,North,Economy,19,1,0.531,1.396,8.19,30.46,62,33,1.8788,1.3691,29.48
R0005079,2025-02-14 16:00:00,South,Economy,12,1,0.869,0.967,4.306,15.645,47,52,0.9038,1.0,14.41
R0005080,2025-11-03 15:14:00,North,Comfort,7,0,0.104,1.601,12.916,45.32,63,33,1.9091,1.3818,51.92
R0005081,2025-02-07 01:38:00,Airport,Economy,12,0,0.757,1.241,7.858,26.265,67,48,1.3958,1.1662,24.99
R0005082,2025-03-08 10:32:00,Central,Comfort,0,0,3.0,1.602,4.782,18.598,75,43,1.7442,1.3126,28.86
R0005083,2025-11-22 20:55:00,North,Economy,10,0,0.568,1.452,5.02,15.835,56,50,1.12,1.0504,13.69
R0005084,2025-07-14 04:07:00,Tech Park,Premium,12,0,0.732,0.795,15.853,41.12,45,49,0.9184,1.0,48.29
R0005085,2025-01-12 04:59:00,Central,Economy,8,1,1.238,1.771,6.664,27.189,90,55,1.6364,1.2673,27.62
R0005086,2025-03-12 11:00:00,Airport,Premium,19,1,1.96,1.561,10.891,35.539,78,33,2.3636,1.5727,80.09
R0005087,2025-04-14 02:42:00,Airport,Economy,5,0,0.749,1.305,7.725,23.5,40,42,0.9524,1.0,15.29
R0005088,2025-04-09 02:59:00,North,Economy,3,0,0.505,0.896,2.959,8.687,36,33,1.0909,1.0382,7.0
R0005089,2025-03-17 02:25:00,Central,Economy,12,0,1.354,1.646,11.714,42.527,55,53,1.0377,1.0158,33.57
R0005090,2025-05-07 12:35:00,North,Comfort,21,0,0.249,1.422,14.022,46.091,51,33,1.5455,1.2291,47.12
R0005091,2025-06-12 11:27:00,South,Comfort,9,0,1.92,1.979,21.399,79.77,71,38,1.8684,1.3647,105.85
R0005092,2025-02-02 07:44:00,University,Economy,1,0,1.511,1.139,2.731,11.84,43,45,0.9556,1.0,11.49
R0005093,2025-04-04 02:01:00,South,Economy,23,1,1.321,1.208,1.367,4.973,34,37,0.9189,1.0,5.06
R0005094,2025-12-25 20:14:00,Airport,Economy,10,0,0.904,1.746,11.04,38.757,71,45,1.5778,1.2427,37.49
R0005095,2025-04-02 06:35:00,North,Economy,4,1,1.1,1.353,5.587,20.245,61,31,1.9677,1.4065,21.36
R0005096,2025-02-28 15:17:00,Tech Park,Comfort,14,0,1.099,1.381,3.538,13.035,63,42,1.5,1.21,18.95
R0005097,2025-11-22 18:46:00,Central,Economy,7,0,0.823,1.829,8.241,31.27,76,48,1.5833,1.245,29.98
R0005098,2025-01-30 18:12:00,University,Economy,22,0,0.345,1.249,6.067,21.353,37,44,0.8409,1.0,13.99
R0005099,2025-08-30 07:55:00,South,Economy,7,1,1.128,1.642,3.85,14.464,72,36,2.0,1.42,15.86
R0005100,2025-01-23 08:02:00,Airport,Economy,13,0,0.146,1.143,7.422,25.785,57,44,1.2955,1.1241,19.03
R0005101,2025-04-19 02:32:00,Central,Premium,13,0,0.189,0.973,10.608,28.873,48,39,1.2308,1.0969,36.69
R0005102,2025-09-06 00:56:00,University,Economy,5,1,2.003,1.538,8.552,32.944,54,43,1.2558,1.1074,27.4
R0005103,2025-04-28 07:22:00,University,Premium,11,1,0.183,1.054,8.588,24.789,42,47,0.8936,1.0,26.57
R0005104,2025-08-15 07:15:00,University,Comfort,2,0,1.656,1.41,9.913,30.101,38,39,0.9744,1.0,30.14
R0005105,2025-05-15 18:48:00,Central,Economy,15,0,0.174,1.084,3.064,8.87,69,43,1.6047,1.254,12.14
R0005106,2025-05-06 06:21:00,Tech Park,Economy,18,0,0.539,1.784,7.552,27.663,65,42,1.5476,1.23,25.98
R0005107,2025-05-25 12:40:00,Central,Comfort,22,1,0.596,0.962,8.864,25.3,65,44,1.4773,1.2005,26.35
R0005108,2025-01-19 03:21:00,North,Comfort,7,0,0.092,1.284,6.31,19.197,52,35,1.4857,1.204,21.73
R0005109,2025-03-10 13:30:00,Tech Park,Economy,6,0,1.016,1.361,4.922,19.508,46,46,1.0,1.0,16.23
R0005110,2025-08-08 00:19:00,University,Premium,13,0,0.118,1.263,5.153,15.682,35,41,0.8537,1.0,18.06
R0005111,2025-05-08 17:42:00,North,Economy,16,0,0.13,1.003,6.61,15.717,35,41,0.8537,1.0,11.4
R0005112,2025-12-20 13:33:00,North,Economy,23,1,0.111,1.166,12.844,39.79,50,49,1.0204,1.0086,25.41
R0005113,2025-11-16 01:09:00,Central,Economy,0,1,0.025,0.711,17.993,53.762,61,51,1.1961,1.0824,33.52
R0005114,2025-09-27 11:53:00,North,Comfort,5,0,1.299,1.122,16.085,47.474,42,32,1.3125,1.1312,46.49
R0005115,2025-09-20 14:46:00,Airport,Economy,6,1,0.361,1.08,3.292,9.291,69,41,1.6829,1.2868,11.57
R0005116,2025-10-19 15:09:00,Tech Park,Economy,6,0,0.464,0.771,4.634,13.149,49,46,1.0652,1.0274,7.12
R0005117,2025-01-15 00:38:00,Airport,Economy,11,0,0.532,0.82,11.152,35.535,47,46,1.0217,1.0091,21.89
R0005118,2025-03-16 23:20:00,Tech Park,Economy,20,0,0.38,1.647,15.885,55.51,59,49,1.2041,1.0857,38.58
R0005119,2025-10-23 13:10:00,Central,Economy,0,1,0.164,0.921,4.564,12.177,65,41,1.5854,1.2459,11.08
R0005120,2025-12-02 20:13:00,North,Comfort,19,0,0.336,1.548,8.592,31.217,55,42,1.3095,1.13,35.16
R0005121,2025-05-29 07:53:00,Central,Economy,14,0,0.528,1.022,4.168,14.3,59,46,1.2826,1.1187,11.87
R0005122,2025-07-15 05:02:00,North,Premium,14,0,0.151,0.796,9.044,27.231,36,53,0.6792,1.0,32.76
R0005123,2025-09-22 10:38:00,South,Comfort,16,0,0.351,1.024,5.453,15.087,36,37,0.973,1.0,14.86
R0005124,2025-06-12 02:37:00,South,Comfort,2,1,1.458,1.26,8.59,27.067,51,27,1.8889,1.3733,37.74
R0005125,2025-05-24 11:41:00,University,Premium,17,0,0.333,1.505,3.989,17.257,68,33,2.0606,1.4455,31.01
R0005126,2025-12-29 11:11:00,Central,Economy,5,0,0.878,1.068,3.163,11.754,78,56,1.3929,1.165,12.67
R0005127,2025-10-11 02:16:00,South,Economy,12,0,0.11,0.983,42.0,124.474,36,33,1.0909,1.0382,73.03
R0005128,2025-12-07 06:54:00,University,Economy,16,0,1.253,1.373,8.07,27.342,37,57,0.6491,1.0,19.77
R0005129,2025-08-31 07:12:00,Central,Economy,14,0,1.046,1.171,25.131,80.362,47,43,1.093,1.0391,53.2
R0005130,2025-02-01 06:58:00,University,Economy,7,0,1.789,1.525,17.814,61.76,69,44,1.5682,1.2386,53.25
R0005131,2025-09-03 09:23:00,University,Comfort,9,1,1.738,1.648,3.16,11.251,75,35,2.1429,1.48,20.35
R0005132,2025-05-18 01:58:00,Tech Park,Comfort,11,1,0.885,1.327,9.478,33.261,57,39,1.4615,1.1938,38.51
R0005133,2025-11-18 19:29:00,South,Economy,0,1,1.187,1.09,3.812,10.921,38,42,0.9048,1.0,9.32
R0005134,2025-12-02 05:16:00,Tech Park,Comfort,17,0,0.511,1.626,6.6,27.549,71,35,2.0286,1.432,35.39
R0005135,2025-10-29 07:47:00,North,Economy,2,0,1.805,1.671,2.755,13.279,34,32,1.0625,1.0263,15.83
R0005136,2025-07-17 15:19:00,South,Economy,11,0,1.325,1.352,3.268,11.312,52,50,1.04,1.0168,9.92
R0005137,2025-06-29 17:09:00,University,Economy,15,0,1.345,0.855,4.854,14.574,36,53,0.6792,1.0,13.23
R0005138,2025-04-23 02:45:00,Central,Economy,1,1,1.103,1.459,5.754,20.72,56,47,1.1915,1.0804,17.61
R0005139,2025-08-30 12:02:00,Tech Park,Economy,23,0,0.138,1.052,7.936,24.482,53,45,1.1778,1.0747,19.88
R0005140,2025-08-14 18:04:00,North,Economy,9,0,1.703,1.923,4.393,20.59,69,43,1.6047,1.254,22.24
R0005141,2025-05-19 06:33:00,Central,Economy,0,0,0.083,1.07,8.433,25.269,49,30,1.6333,1.266,21.46
R0005142,2025-12-16 22:12:00,South,Economy,15,0,0.057,1.175,14.508,42.419,29,49,0.5918,1.0,26.95
R0005143,2025-08-29 21:09:00,Tech Park,Comfort,13,0,1.966,1.34,9.031,29.726,51,46,1.1087,1.0457,31.38
R0005144,2025-04-12 03:59:00,South,Economy,15,0,0.58,0.838,7.486,23.831,36,42,0.8571,1.0,16.62
R0005145,2025-04-08 07:19:00,Tech Park,Comfort,18,0,1.731,1.92,9.374,38.244,65,29,2.2414,1.5214,59.05
R0005146,2025-02-22 14:31:00,Central,Economy,11,0,1.842,1.083,3.528,12.23,65,46,1.413,1.1735,13.81
R0005147,2025-07-28 22:14:00,University,Economy,19,0,0.482,1.964,13.113,48.875,64,34,1.8824,1.3706,54.91
R0005148,2025-06-05 18:19:00,South,Economy,8,1,0.674,1.606,4.02,15.132,57,37,1.5405,1.227,13.77
R0005149,2025-10-25 05:35:00,Tech Park,Premium,13,0,0.365,1.056,18.238,53.825,45,43,1.0465,1.0195,62.82
R0005150,2025-02-04 12:57:00,Central,Economy,3,0,0.315,0.935,11.869,30.193,46,45,1.0222,1.0093,20.55
R0005151,2025-07-04 07:41:00,North,Economy,14,0,1.66,1.36,10.55,33.446,41,42,0.9762,1.0,23.09
R0005152,2025-02-05 22:05:00,University,Comfort,6,0,1.226,1.302,10.805,36.736,43,45,0.9556,1.0,36.31
R0005153,2025-09-07 01:50:00,Airport,Comfort,16,1,0.826,1.026,7.76,23.583,55,45,1.2222,1.0933,23.29
R0005154,2025-07-26 12:30:00,North,Comfort,19,0,0.266,1.679,5.04,18.349,60,57,1.0526,1.0221,17.35
R0005155,2025-04-15 23:33:00,Tech Park,Comfort,20,1,0.933,1.73,4.628,20.227,76,33,2.303,1.5473,34.51
R0005156,2025-12-28 22:03:00,Tech Park,Economy,22,1,0.108,1.002,20.354,58.441,53,40,1.325,1.1365,39.8
R0005157,2025-10-27 03:06:00,Tech Park,Comfort,2,0,1.128,1.068,8.222,23.912,46,45,1.0222,1.0093,25.55
R0005158,2025-03-13 07:01:00,Tech Park,Economy,3,0,1.57,1.699,4.207,16.929,72,45,1.6,1.252,19.4
R0005159,2025-06-22 11:06:00,University,Comfort,22,0,0.449,1.294,10.321,32.443,43,47,0.9149,1.0,29.3
R0005160,2025-09-09 04:21:00,North,Economy,9,0,0.126,1.704,9.38,32.736,72,38,1.8947,1.3758,32.92
R0005161,2025-05-25 20:05:00,South,Economy,0,0,0.557,1.303,6.481,25.372,40,45,0.8889,1.0,19.44
R0005162,2025-06-20 05:19:00,Tech Park,Economy,6,0,0.64,1.169,4.74,13.57,45,47,0.9574,1.0,10.8
R0005163,2025-01-12 00:59:00,Tech Park,Comfort,20,0,0.146,1.513,11.641,38.728,58,43,1.3488,1.1465,38.26
R0005164,2025-06-26 19:19:00,Airport,Economy,8,0,0.229,1.116,13.07,41.652,70,32,2.1875,1.4988,41.97
R0005165,2025-02-06 07:27:00,Central,Comfort,1,0,0.642,0.896,9.275,27.471,57,50,1.14,1.0588,31.56
R0005166,2025-11-03 19:21:00,South,Economy,17,0,1.466,2.204,8.08,30.175,57,35,1.6286,1.264,29.08
R0005167,2025-02-15 09:22:00,Tech Park,Economy,4,1,0.588,1.315,5.052,21.425,48,39,1.2308,1.0969,15.01
R0005168,2025-01-24 00:56:00,South,Economy,8,0,0.68,1.709,10.114,35.176,60,36,1.6667,1.28,30.69
R0005169,2025-06-27 06:29:00,Tech Park,Economy,0,0,0.573,0.819,5.479,16.007,48,46,1.0435,1.0183,11.72
R0005170,2025-05-27 11:12:00,Tech Park,Comfort,14,1,0.276,1.164,3.858,14.187,60,45,1.3333,1.14,14.02
R0005171,2025-01-29 04:44:00,Central,Premium,10,0,0.425,1.576,14.427,55.163,80,39,2.0513,1.4415,95.59
R0005172,2025-07-31 22:14:00,South,Comfort,20,0,0.537,1.772,4.409,16.278,59,35,1.6857,1.288,19.49
R0005173,2025-08-15 10:44:00,South,Economy,8,0,0.492,1.438,2.737,8.433,57,38,1.5,1.21,9.14
R0005174,2025-08-07 01:57:00,Central,Economy,4,0,0.85,1.065,15.958,49.752,55,45,1.2222,1.0933,34.81
R0005175,2025-02-27 02:31:00,North,Premium,3,1,0.091,1.176,2.976,15.168,43,44,0.9773,1.0,19.77
R0005176,2025-01-12 19:37:00,South,Comfort,4,0,1.429,1.604,6.269,23.199,42,45,0.9333,1.0,23.98
R0005177,2025-08-16 05:47:00,Tech Park,Comfort,10,0,0.908,1.595,4.252,15.353,70,37,1.8919,1.3746,20.2
R0005178,2025-12-18 18:17:00,North,Economy,2,0,0.259,0.867,5.217,16.898,40,50,0.8,1.0,12.66
R0005179,2025-07-07 03:43:00,Airport,Comfort,9,0,0.832,1.884,26.397,93.315,64,35,1.8286,1.348,114.03
R0005180,2025-09-29 17:46:00,North,Economy,20,0,0.606,1.432,7.346,24.149,56,37,1.5135,1.2157,19.37
R0005181,2025-04-14 18:59:00,Tech Park,Comfort,18,1,1.489,1.604,9.468,29.805,71,40,1.775,1.3255,42.83
R0005182,2025-01-30 07:10:00,South,Comfort,15,0,0.883,1.207,11.998,37.612,35,47,0.7447,1.0,33.24
R0005183,2025-06-19 10:43:00,Central,Premium,21,0,0.319,1.983,5.443,20.702,68,37,1.8378,1.3519,38.54
R0005184,2025-01-24 10:21:00,University,Economy,18,0,0.169,1.428,14.032,41.491,62,39,1.5897,1.2477,33.44
R0005185,2025-06-18 04:05:00,Central,Comfort,15,1,0.379,1.002,9.553,29.61,77,44,1.75,1.315,34.44
R0005186,2025-04-30 20:13:00,Central,Economy,20,0,0.564,1.671,11.759,43.671,63,42,1.5,1.21,40.16
R0005187,2025-02-18 05:22:00,North,Economy,2,0,0.387,0.985,5.214,16.127,31,39,0.7949,1.0,12.35
R0005188,2025-12-04 15:47:00,Tech Park,Comfort,19,0,0.241,1.275,9.916,29.215,72,43,1.6744,1.2833,32.77
R0005189,2025-06-19 02:49:00,Tech Park,Economy,7,1,0.006,1.695,7.73,31.269,76,38,2.0,1.42,27.84
R0005190,2025-08-23 17:30:00,Airport,Economy,17,0,1.172,1.794,14.46,57.371,65,48,1.3542,1.1488,50.11
R0005191,2025-08-23 00:56:00,Tech Park,Comfort,21,1,0.264,1.664,5.771,22.371,74,37,2.0,1.42,31.18
R0005192,2025-11-19 11:52:00,Tech Park,Comfort,11,0,0.293,1.027,23.753,70.156,42,46,0.913,1.0,58.39
R0005193,2025-09-11 06:49:00,University,Economy,2,1,0.245,1.316,9.359,30.407,50,34,1.4706,1.1976,24.61
R0005194,2025-04-12 20:21:00,University,Economy,8,1,0.731,1.591,7.251,27.122,70,32,2.1875,1.4988,32.3
R0005195,2025-11-22 19:36:00,Tech Park,Comfort,9,0,0.893,1.517,6.799,24.403,77,49,1.5714,1.24,28.77
R0005196,2025-10-30 21:15:00,Central,Economy,22,0,0.31,1.355,7.739,27.237,57,53,1.0755,1.0317,20.59
R0005197,2025-09-21 19:21:00,Central,Economy,22,0,0.584,0.709,5.497,17.074,43,41,1.0488,1.0205,15.9
R0005198,2025-02-26 13:32:00,University,Economy,13,0,0.332,1.032,11.209,32.687,48,43,1.1163,1.0488,22.94
R0005199,2025-07-14 20:59:00,South,Comfort,22,0,1.174,1.198,7.717,23.366,37,45,0.8222,1.0,22.34
R0005200,2025-12-25 00:29:00,South,Economy,10,0,0.791,1.672,22.623,79.409,63,39,1.6154,1.2585,66.28
R0005201,2025-04-20 04:25:00,University,Economy,9,1,0.028,1.276,6.121,21.714,62,28,2.2143,1.51,21.73
R0005202,2025-11-24 16:43:00,University,Premium,20,0,0.865,1.492,7.269,22.193,69,47,1.4681,1.1966,35.1
R0005203,2025-06-20 07:32:00,Tech Park,Comfort,16,0,0.623,1.285,6.117,20.217,56,52,1.0769,1.0323,23.0
R0005204,2025-07-10 20:28:00,University,Economy,12,0,0.219,1.289,21.714,69.724,38,48,0.7917,1.0,44.94
R0005205,2025-12-23 00:36:00,Airport,Comfort,10,0,0.185,1.508,3.507,12.116,74,39,1.8974,1.3769,17.71
R0005206,2025-04-16 09:31:00,Tech Park,Premium,16,0,1.065,1.024,8.178,28.471,49,43,1.1395,1.0586,37.24
R0005207,2025-12-11 20:42:00,University,Economy,18,0,1.123,1.431,9.227,34.349,66,43,1.5349,1.2247,27.11
R0005208,2025-10-24 00:02:00,Airport,Economy,11,0,0.656,1.287,4.177,15.548,47,51,0.9216,1.0,12.05
R0005209,2025-09-27 04:23:00,Central,Economy,0,1,0.316,1.237,33.24,108.483,59,41,1.439,1.1844,74.87
R0005210,2025-01-18 12:29:00,Tech Park,Premium,2,0,0.227,0.6,4.656,15.352,59,45,1.3111,1.1307,23.04
R0005211,2025-01-13 02:39:00,South,Comfort,3,1,0.238,0.607,7.912,22.095,41,52,0.7885,1.0,17.64
R0005212,2025-05-02 09:54:00,Airport,Economy,11,0,0.398,1.096,19.613,58.933,40,57,0.7018,1.0,33.6
R0005213,2025-01-24 13:36:00,Central,Premium,14,0,1.34,1.289,6.32,20.512,75,50,1.5,1.21,30.15
R0005214,2025-05-04 04:41:00,Central,Comfort,19,0,0.056,1.474,8.406,30.104,79,44,1.7955,1.3341,33.9
R0005215,2025-12-22 21:13:00,Central,Economy,5,0,0.569,1.096,6.426,19.844,46,51,0.902,1.0,9.36
R0005216,2025-10-16 09:44:00,University,Premium,18,1,0.402,1.578,7.544,23.744,73,41,1.7805,1.3278,40.45
R0005217,2025-10-23 18:46:00,Tech Park,Comfort,15,0,0.804,1.149,14.081,43.285,45,45,1.0,1.0,39.05
R0005218,2025-08-06 03:19:00,Tech Park,Comfort,1,0,0.172,0.869,6.16,20.939,57,56,1.0179,1.0075,16.45
R0005219,2025-06-28 04:16:00,Airport,Premium,8,1,0.452,1.629,1.804,3.0,89,39,2.2821,1.5385,11.65
R0005220,2025-05-25 20:53:00,North,Economy,7,0,1.104,1.627,7.628,30.777,61,31,1.9677,1.4065,32.05
R0005221,2025-05-27 03:01:00,Central,Comfort,21,1,0.663,1.533,8.041,29.726,96,33,2.9091,1.8018,49.91
R0005222,2025-06-01 00:37:00,Tech Park,Economy,22,0,0.341,0.725,8.649,24.049,33,45,0.7333,1.0,17.98
R0005223,2025-03-08 19:01:00,University,Comfort,19,1,0.213,1.557,7.023,25.823,79,34,2.3235,1.5559,39.19
R0005224,2025-01-18 17:00:00,North,Comfort,12,0,1.607,1.434,4.834,19.414,35,44,0.7955,1.0,18.55
R0005225,2025-07-09 10:00:00,University,Comfort,11,0,0.107,0.961,6.788,21.032,37,54,0.6852,1.0,15.94
R0005226,2025-07-09 18:28:00,Airport,Comfort,7,0,0.647,1.603,20.509,73.571,74,49,1.5102,1.2143,78.13
R0005227,2025-08-26 12:17:00,Central,Comfort,18,0,0.497,1.865,7.59,30.967,67,54,1.2407,1.1011,36.0
R0005228,2025-03-10 09:28:00,Tech Park,Economy,2,1,1.319,1.422,11.124,38.134,77,44,1.75,1.315,34.91
R0005229,2025-02-16 22:02:00,Central,Economy,6,0,1.368,1.559,4.399,13.903,55,40,1.375,1.1575,16.04
R0005230,2025-12-14 08:36:00,University,Economy,3,0,0.604,1.515,6.618,23.372,53,40,1.325,1.1365,17.96
R0005231,2025-06-22 18:57:00,Central,Comfort,11,0,0.828,1.16,4.48,10.61,54,40,1.35,1.147,13.45
R0005232,2025-04-12 06:26:00,Tech Park,Comfort,7,1,0.145,1.368,15.824,53.317,85,47,1.8085,1.3396,58.62
R0005233,2025-05-10 22:17:00,Central,Economy,4,0,0.454,0.988,3.301,10.117,49,63,0.7778,1.0,9.27
R0005234,2025-01-21 20:45:00,Central,Economy,9,1,0.275,1.703,9.534,33.488,75,34,2.2059,1.5065,36.0
R0005235,2025-11-21 03:42:00,North,Economy,20,0,1.628,2.102,9.369,38.89,61,30,2.0333,1.434,43.26
R0005236,2025-10-20 20:20:00,University,Economy,13,1,1.506,1.082,9.041,25.556,44,43,1.0233,1.0098,18.86
R0005237,2025-09-17 15:46:00,South,Premium,19,0,0.15,1.623,2.139,9.082,48,40,1.2,1.084,12.34
R0005238,2025-10-17 11:07:00,South,Comfort,21,0,0.138,1.432,2.553,9.095,59,47,1.2553,1.1072,11.44
R0005239,2025-11-26 14:37:00,Airport,Economy,21,0,0.476,1.609,8.284,29.419,67,34,1.9706,1.4076,27.78
R0005240,2025-08-25 18:30:00,Airport,Comfort,8,0,1.836,1.851,4.675,19.067,79,46,1.7174,1.3013,28.26
R0005241,2025-05-11 08:55:00,Airport,Economy,21,1,0.362,1.684,5.454,24.499,90,43,2.093,1.4591,26.84
R0005242,2025-02-04 19:50:00,Tech Park,Economy,21,1,2.865,2.432,6.15,27.696,93,37,2.5135,1.6357,45.14
R0005243,2025-03-01 07:13:00,Central,Economy,23,0,0.112,1.106,4.353,17.503,48,54,0.8889,1.0,13.58
R0005244,2025-06-12 03:40:00,Central,Comfort,8,1,0.263,1.52,3.959,17.802,85,25,3.4,2.008,34.77
R0005245,2025-10-31 03:16:00,South,Economy,5,0,0.144,0.919,7.768,25.184,37,35,1.0571,1.024,15.0
R0005246,2025-05-04 03:08:00,South,Economy,14,0,0.613,1.076,2.723,5.515,43,43,1.0,1.0,5.03
R0005247,2025-06-04 15:23:00,North,Economy,22,0,0.352,0.906,5.881,17.561,51,38,1.3421,1.1437,13.08
R0005248,2025-12-12 10:22:00,Airport,Economy,21,0,1.706,1.882,5.381,18.741,82,32,2.5625,1.6562,27.65
R0005249,2025-07-29 04:03:00,North,Economy,13,0,0.321,0.624,7.667,27.584,33,46,0.7174,1.0,19.92
R0005250,2025-11-20 12:01:00,Tech Park,Economy,3,0,1.142,1.167,28.874,87.137,61,46,1.3261,1.137,63.35
R0005251,2025-09-21 09:09:00,Central,Premium,10,0,0.156,1.554,4.526,13.466,71,41,1.7317,1.3073,23.09
R0005252,2025-07-08 20:08:00,Tech Park,Economy,17,1,0.426,1.418,9.713,27.024,84,43,1.9535,1.4005,29.75
R0005253,2025-08-16 00:01:00,Airport,Economy,13,1,0.041,0.939,8.771,24.198,52,37,1.4054,1.1703,16.42
R0005254,2025-09-24 09:53:00,University,Economy,8,0,1.86,2.086,10.569,42.181,73,38,1.9211,1.3868,51.47
R0005255,2025-10-20 23:01:00,University,Economy,8,0,0.474,1.85,6.908,28.916,70,41,1.7073,1.2971,29.04
R0005256,2025-09-14 22:47:00,Airport,Comfort,1,1,1.135,1.108,17.164,50.5,65,41,1.5854,1.2459,55.17
R0005257,2025-03-06 07:48:00,North,Economy,6,0,0.073,1.107,11.324,37.95,38,41,0.9268,1.0,23.28
R0005258,2025-04-01 20:22:00,North,Economy,16,1,0.098,0.748,11.423,32.041,49,45,1.0889,1.0373,24.74
R0005259,2025-02-01 20:50:00,Tech Park,Premium,5,0,0.162,0.976,3.569,10.707,41,51,0.8039,1.0,13.1
R0005260,2025-04-15 17:08:00,South,Comfort,23,0,0.288,1.093,8.191,26.284,40,45,0.8889,1.0,24.57
R0005261,2025-05-04 02:12:00,South,Economy,1,0,1.354,1.519,5.868,24.224,43,40,1.075,1.0315,23.34
R0005262,2025-02-16 02:20:00,Central,Economy,14,1,0.337,1.275,4.836,16.769,67,45,1.4889,1.2053,15.16
R0005263,2025-07-12 07:10:00,Airport,Comfort,11,1,0.872,1.195,5.504,15.934,48,43,1.1163,1.0488,17.04
R0005264,2025-12-08 11:47:00,Tech Park,Comfort,19,0,2.214,1.784,7.533,29.3,72,41,1.7561,1.3176,46.67
R0005265,2025-10-03 17:15:00,South,Premium,21,1,0.406,1.868,9.986,38.723,71,35,2.0286,1.432,67.23
R0005266,2025-11-12 17:10:00,Tech Park,Economy,13,1,0.087,0.954,13.328,39.216,67,44,1.5227,1.2195,30.08
R0005267,2025-10-16 14:18:00,Tech Park,Comfort,15,0,0.166,1.111,12.989,42.635,54,46,1.1739,1.073,39.07
